2022-02-03 10:54:23,227 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2022-02-03 10:54:23,257 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2022-02-03 10:54:23,258 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2022-02-03 10:54:23,259 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2022-02-03 10:54:23,262 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2022-02-03 10:54:23,262 INFO  SwAddin.cs: 197 - Setting up callbacks
2022-02-03 10:54:23,263 INFO  SwAddin.cs: 201 - Setting up command manager
2022-02-03 10:54:23,263 INFO  SwAddin.cs: 204 - Adding command manager
2022-02-03 10:54:23,266 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2022-02-03 10:54:23,266 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2022-02-03 10:54:23,266 INFO  SwAddin.cs: 210 - Adding event handlers
2022-02-03 10:54:23,307 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2022-02-03 13:14:37,186 INFO  SwAddin.cs: 294 - Assembly export called for file gantry_assembly.SLDASM
2022-02-03 13:14:37,187 INFO  SwAddin.cs: 299 - Save is required
2022-02-03 13:14:37,188 INFO  SwAddin.cs: 313 - Saving assembly
2022-02-03 13:14:37,486 INFO  SwAddin.cs: 316 - Opening property manager
2022-02-03 13:14:37,506 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from gantry_assembly.SLDASM
2022-02-03 13:14:37,514 INFO  ExportHelperExtension.cs: 1136 - Found 35 in gantry_assembly.SLDASM
2022-02-03 13:14:37,514 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [CoordSys] in gantry_assembly.SLDASM
2022-02-03 13:14:37,515 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-02-03 13:14:37,515 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2022-02-03 13:14:37,517 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from gantry_structure-1
2022-02-03 13:14:37,517 INFO  ExportHelperExtension.cs: 1136 - Found 71 in gantry_structure-1
2022-02-03 13:14:37,517 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in gantry_structure-1
2022-02-03 13:14:37,518 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Part3-1
2022-02-03 13:14:37,519 INFO  ExportHelperExtension.cs: 1136 - Found 27 in Part3-1
2022-02-03 13:14:37,519 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Part3-1
2022-02-03 13:14:37,519 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Part1-1
2022-02-03 13:14:37,520 INFO  ExportHelperExtension.cs: 1136 - Found 28 in Part1-1
2022-02-03 13:14:37,520 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Part1-1
2022-02-03 13:14:37,521 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from gantry_assembly.SLDASM
2022-02-03 13:14:37,521 INFO  ExportHelperExtension.cs: 1136 - Found 35 in gantry_assembly.SLDASM
2022-02-03 13:14:37,521 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in gantry_assembly.SLDASM
2022-02-03 13:14:37,522 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-02-03 13:14:37,522 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2022-02-03 13:14:37,522 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from gantry_structure-1
2022-02-03 13:14:37,523 INFO  ExportHelperExtension.cs: 1136 - Found 71 in gantry_structure-1
